Year Filter,Order Date,Year of Sale,Returned?,Days to Ship,Approver,Return Notes,Order ID,Return Reason,Category,City,Country,Customer ID,Customer Name,Discount,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
1/1/2022,12/22/2022,1/1/2018,,2,,,,,Office Supplies,Port Orange,United States,JP-15520,Jeremy Pistek,0.2,32127,OFF-EN-10002621,Staple envelope,2.934,1,South,1893,Consumer,12/24/2018,Second Class,Florida,Envelopes,7.824
1/1/2022,12/2/2022,1/1/2018,,3,,,,,Office Supplies,Charlottesville,United States,AS-10090,Adam Shillingsburg,0,22901,OFF-AR-10001446,Newell 309,10.395,3,South,1895,Consumer,12/5/2018,First Class,Virginia,Art,34.65
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Office Supplies,Boynton Beach,United States,AS-10630,Ann Steele,0.2,33437,OFF-LA-10003190,Avery 474,1.6704,2,South,1915,Home Office,5/5/2018,Standard Class,Florida,Labels,4.608
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Office Supplies,Boynton Beach,United States,AS-10630,Ann Steele,0.2,33437,OFF-AR-10002280,Staples in misc. colors,4.8525,3,South,1916,Home Office,5/5/2018,Standard Class,Florida,Art,15.528
1/1/2022,8/6/2022,1/1/2018,,4,,,,,Furniture,Lafayette,United States,SV-20365,Seth Vernon,0,70506,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,23.3184,3,South,1933,Consumer,8/10/2018,Second Class,Louisiana,Bookcases,145.74
1/1/2022,8/6/2022,1/1/2018,,4,,,,,Furniture,Lafayette,United States,SV-20365,Seth Vernon,0,70506,FUR-FU-10001706,Longer-Life Soft White Bulbs,7.392,5,South,1934,Consumer,8/10/2018,Second Class,Louisiana,Furnishings,15.4
1/1/2022,12/25/2022,1/1/2018,,3,,,,,Office Supplies,Louisville,United States,JW-15955,Joni Wasserman,0,40214,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,9.594,3,South,2003,Consumer,12/28/2018,Second Class,Kentucky,Storage,95.94
1/1/2022,12/25/2022,1/1/2018,,3,,,,,Furniture,Louisville,United States,JW-15955,Joni Wasserman,0,40214,FUR-CH-10001146,Global Value Mid-Back Manager's Chair Gray,76.1125,5,South,2004,Consumer,12/28/2018,Second Class,Kentucky,Chairs,304.45
1/1/2022,1/7/2022,1/1/2018,,6,,,,,Office Supplies,Ormond Beach,United States,TS-21085,Thais Sissman,0.7,32174,OFF-BI-10000145,Zipper Ring Binder Pockets,-1.9656,3,South,2121,Consumer,1/13/2018,Standard Class,Florida,Binders,2.808
1/1/2022,10/21/2022,1/1/2018,,5,,,,,Office Supplies,Deltona,United States,NK-18490,Neil Knudson,0.2,32725,OFF-AR-10004956,Newell 33,2.0088,4,South,2159,Home Office,10/26/2018,Standard Class,Florida,Art,17.856
1/1/2022,2/6/2022,1/1/2018,,3,,,,,Furniture,Arlington,United States,MV-17485,Mark Van Huff,0,22204,FUR-BO-10004015,Bush Andora Bookcase Maple/Graphite Gray Finish,79.1934,3,South,2263,Consumer,2/9/2018,First Class,Virginia,Bookcases,359.97
1/1/2022,10/12/2022,1/1/2018,,0,,,,,Office Supplies,Monroe,United States,SM-20320,Sean Miller,0.2,28110,OFF-PA-10003919,Xerox 1989,2.6892,2,South,2267,Home Office,10/12/2018,Same Day,North Carolina,Paper,7.968
1/1/2022,12/2/2022,1/1/2018,,5,,,,,Office Supplies,Miami,United States,MK-17905,Michael Kennedy,0.2,33180,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,4.1965,5,South,2271,Corporate,12/7/2018,Standard Class,Florida,Art,47.96
1/1/2022,11/17/2022,1/1/2018,,6,,,,,Office Supplies,Salem,United States,CS-12355,Christine Sundaresam,0,24153,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,12.264,2,South,2287,Consumer,11/23/2018,Standard Class,Virginia,Appliances,35.04
1/1/2022,9/17/2022,1/1/2018,,5,,,,,Furniture,Roswell,United States,MO-17800,Meg O'Connel,0,30076,FUR-CH-10000785,Global Ergonomic Managers Chair,188.2192,4,South,2304,Home Office,9/22/2018,Second Class,Georgia,Chairs,723.92
1/1/2022,9/17/2022,1/1/2018,,5,,,,,Office Supplies,Roswell,United States,MO-17800,Meg O'Connel,0,30076,OFF-PA-10000474,Easy-staple paper,49.9704,3,South,2305,Home Office,9/22/2018,Second Class,Georgia,Paper,106.32
1/1/2022,1/24/2022,1/1/2018,,6,,,,,Office Supplies,Smyrna,United States,TP-21130,Theone Pippenger,0,30080,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,0.1134,3,South,2376,Consumer,1/30/2018,Standard Class,Georgia,Fasteners,5.67
1/1/2022,9/9/2022,1/1/2018,,6,,,,,Office Supplies,Florence,United States,SB-20290,Sean Braxton,0,29501,OFF-ST-10001809,Fellowes Officeware Wire Shelving,12.5762,7,South,2400,Corporate,9/15/2018,Standard Class,South Carolina,Storage,628.81
1/1/2022,9/9/2022,1/1/2018,,6,,,,,Office Supplies,Florence,United States,SB-20290,Sean Braxton,0,29501,OFF-ST-10002214,X-Rack File for Hanging Folders,14.677,5,South,2401,Corporate,9/15/2018,Standard Class,South Carolina,Storage,56.45
1/1/2022,7/17/2022,1/1/2018,,5,,,,,Furniture,Tampa,United States,SW-20455,Shaun Weien,0.2,33614,FUR-FU-10002597,C-Line Magnetic Cubicle Keepers Clear Polypropylene,2.1736,2,South,2440,Consumer,7/22/2018,Standard Class,Florida,Furnishings,7.904
1/1/2022,5/4/2022,1/1/2018,,4,,,,,Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,23602,OFF-PA-10000726,Black Print Carbonless Snap-Off Rapid Letter 8 1/2 x 7,4.0995,1,South,2467,Consumer,5/8/2018,Standard Class,Virginia,Paper,9.11
1/1/2022,5/4/2022,1/1/2018,,4,,,,,Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,23602,OFF-ST-10003306,Letter Size Cart,165.7176,4,South,2468,Consumer,5/8/2018,Standard Class,Virginia,Storage,571.44
1/1/2022,5/4/2022,1/1/2018,,4,,,,,Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,23602,OFF-PA-10004983,Xerox 23,15.552,5,South,2469,Consumer,5/8/2018,Standard Class,Virginia,Paper,32.4
1/1/2022,5/4/2022,1/1/2018,,4,,,,,Office Supplies,Newport News,United States,MK-18160,Mike Kennedy,0,23602,OFF-ST-10001291,Tenex Personal Self-Stacking Standard File Box Black/Gray,4.5657,1,South,2470,Consumer,5/8/2018,Standard Class,Virginia,Storage,16.91
1/1/2022,6/22/2022,1/1/2018,,1,,,,,Office Supplies,Miami,United States,DC-12850,Dan Campbell,0.2,33178,OFF-EN-10004483,#10 White Business Envelopes4 1/8 x 9 1/2,12.6927,3,South,2500,Consumer,6/23/2018,First Class,Florida,Envelopes,37.608
1/1/2022,12/2/2022,1/1/2018,,4,,,,,Office Supplies,Tampa,United States,DB-12910,Daniel Byrd,0.7,33614,OFF-BI-10002429,Premier Elliptical Ring Binder Black,-33.484,5,South,2513,Home Office,12/6/2018,Standard Class,Florida,Binders,45.66
1/1/2022,11/19/2022,1/1/2018,,4,,,,,Furniture,Henderson,United States,AB-10105,Adrian Barton,0,42420,FUR-FU-10004665,3M Polarizing Task Lamp with Clamp Arm Light Gray,213.6888,6,South,2552,Consumer,11/23/2018,Standard Class,Kentucky,Furnishings,821.88
1/1/2022,11/19/2022,1/1/2018,,4,,,,,Office Supplies,Henderson,United States,AB-10105,Adrian Barton,0,42420,OFF-BI-10000088,GBC Imprintable Covers,10.7604,2,South,2553,Consumer,11/23/2018,Standard Class,Kentucky,Binders,21.96
1/1/2022,12/21/2022,1/1/2018,,3,,,,,Technology,Bowling Green,United States,BD-11635,Brian Derr,0,42104,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,27.69,4,South,2566,Consumer,12/24/2018,First Class,Kentucky,Accessories,71
1/1/2022,11/24/2022,1/1/2018,,2,,,,,Technology,Summerville,United States,RS-19765,Roland Schwarz,0,29483,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,39.55,2,South,2593,Corporate,11/26/2018,Second Class,South Carolina,Phones,79.1
1/1/2022,11/24/2022,1/1/2018,,2,,,,,Office Supplies,Summerville,United States,RS-19765,Roland Schwarz,0,29483,OFF-BI-10001597,Wilson Jones Ledger-Size Piano-Hinge Binder 2 Blue,157.3632,8,South,2594,Corporate,11/26/2018,Second Class,South Carolina,Binders,327.84
1/1/2022,11/27/2022,1/1/2018,,5,,,,,Office Supplies,Asheville,United States,DB-13615,Doug Bickford,0.2,28806,OFF-AR-10000422,Pencil and Crayon Sharpener,0.7665,5,South,2676,Consumer,12/2/2018,Standard Class,North Carolina,Art,8.76
1/1/2022,11/27/2022,1/1/2018,,5,,,,,Office Supplies,Asheville,United States,DB-13615,Doug Bickford,0.2,28806,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,4.3584,1,South,2677,Consumer,12/2/2018,Standard Class,North Carolina,Appliances,43.584
1/1/2022,8/26/2022,1/1/2018,,6,,,,,Technology,Columbus,United States,SC-20680,Steve Carroll,0,31907,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,15.1158,2,South,2717,Home Office,9/1/2018,Standard Class,Georgia,Accessories,71.98
1/1/2022,4/16/2022,1/1/2018,,2,,,,,Office Supplies,Hoover,United States,EB-13750,Edward Becker,0,35244,OFF-SU-10000157,Compact Automatic Electric Letter Opener,9.5448,4,South,2740,Corporate,4/18/2018,First Class,Alabama,Supplies,477.24
1/1/2022,4/16/2022,1/1/2018,,2,,,,,Technology,Hoover,United States,EB-13750,Edward Becker,0,35244,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,1.5588,2,South,2741,Corporate,4/18/2018,First Class,Alabama,Accessories,25.98
1/1/2022,8/7/2022,1/1/2018,,4,,,,,Technology,Jacksonville,United States,FM-14380,Fred McMath,0.2,28540,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,21.9978,1,South,2746,Consumer,8/11/2018,Second Class,North Carolina,Accessories,79.992
1/1/2022,12/10/2022,1/1/2018,,2,,,,,Furniture,Fort Lauderdale,United States,BT-11680,Brian Thompson,0.2,33311,FUR-FU-10001940,Staple-based wall hangings,5.7312,3,South,2773,Consumer,12/12/2018,First Class,Florida,Furnishings,19.104
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Furniture,Pompano Beach,United States,SS-20140,Saphhira Shifley,0.2,33068,FUR-FU-10001935,3M Hangers With Command Adhesive,6.216,8,South,2779,Corporate,5/5/2018,Standard Class,Florida,Furnishings,23.68
1/1/2022,4/30/2022,1/1/2018,,5,,,,,Technology,Pompano Beach,United States,SS-20140,Saphhira Shifley,0.2,33068,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,0.7425,3,South,2780,Corporate,5/5/2018,Standard Class,Florida,Accessories,2.376
1/1/2022,10/20/2022,1/1/2018,,7,,,,,Office Supplies,Little Rock,United States,IG-15085,Ivan Gibson,0,72209,OFF-AR-10002257,Eldon Spacemaker Box Quick-Snap Lid Clear,4.1416,4,South,2798,Consumer,10/27/2018,Standard Class,Arkansas,Art,13.36
1/1/2022,10/20/2022,1/1/2018,,7,,,,,Office Supplies,Little Rock,United States,IG-15085,Ivan Gibson,0,72209,OFF-PA-10001019,Xerox 1884,18.7812,2,South,2799,Consumer,10/27/2018,Standard Class,Arkansas,Paper,39.96
1/1/2022,10/20/2022,1/1/2018,,7,,,,,Office Supplies,Little Rock,United States,IG-15085,Ivan Gibson,0,72209,OFF-BI-10003364,Binding Machine Supplies,70.008,5,South,2800,Consumer,10/27/2018,Standard Class,Arkansas,Binders,145.85
1/1/2022,1/26/2022,1/1/2018,,5,,,,,Office Supplies,Hoover,United States,CA-11965,Carol Adams,0,35244,OFF-AR-10001547,Newell 311,4.1769,7,South,2834,Corporate,1/31/2018,Second Class,Alabama,Art,15.47
1/1/2022,1/26/2022,1/1/2018,,5,,,,,Office Supplies,Hoover,United States,CA-11965,Carol Adams,0,35244,OFF-BI-10001890,Avery Poly Binder Pockets,3.4368,2,South,2835,Corporate,1/31/2018,Second Class,Alabama,Binders,7.16
1/1/2022,8/31/2022,1/1/2018,,4,,,,,Office Supplies,Fayetteville,United States,RL-19615,Rob Lucas,0.2,28314,OFF-PA-10000100,Xerox 1945,83.2097,7,South,2842,Consumer,9/4/2018,Second Class,North Carolina,Paper,229.544
1/1/2022,4/8/2022,1/1/2018,,7,,,,,Furniture,Roswell,United States,DM-13345,Denise Monton,0,30076,FUR-FU-10003832,Eldon Expressions Punched Metal & Wood Desk Accessories Black & Cherry,15.7584,6,South,2848,Corporate,4/15/2018,Standard Class,Georgia,Furnishings,56.28
1/1/2022,4/8/2022,1/1/2018,,7,,,,,Office Supplies,Roswell,United States,DM-13345,Denise Monton,0,30076,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,1264.7559,3,South,2849,Corporate,4/15/2018,Standard Class,Georgia,Binders,2690.97
1/1/2022,5/19/2022,1/1/2018,,4,,,,,Technology,Atlanta,United States,SC-20380,Shahid Collister,0,30318,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,4.068,4,South,2859,Consumer,5/23/2018,Standard Class,Georgia,Accessories,67.8
1/1/2022,5/19/2022,1/1/2018,,4,,,,,Technology,Atlanta,United States,SC-20380,Shahid Collister,0,30318,TEC-PH-10004389,Nokia Lumia 925,98.2722,3,South,2860,Consumer,5/23/2018,Standard Class,Georgia,Phones,377.97
1/1/2022,5/19/2022,1/1/2018,,4,,,,,Furniture,Atlanta,United States,SC-20380,Shahid Collister,0,30318,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,374.6286,9,South,2861,Consumer,5/23/2018,Standard Class,Georgia,Bookcases,1628.82
1/1/2022,5/19/2022,1/1/2018,,4,,,,,Office Supplies,Atlanta,United States,SC-20380,Shahid Collister,0,30318,OFF-PA-10000100,Xerox 1945,140.5957,7,South,2862,Consumer,5/23/2018,Standard Class,Georgia,Paper,286.93
1/1/2022,8/12/2022,1/1/2018,,5,,,,,Office Supplies,Orlando,United States,RH-19495,Rick Hansen,0.2,32839,OFF-PA-10000223,Xerox 2000,7.2576,4,South,2863,Consumer,8/17/2018,Standard Class,Florida,Paper,20.736
1/1/2022,6/12/2022,1/1/2018,,7,,,,,Furniture,Saint Petersburg,United States,LC-16885,Lena Creighton,0.2,33710,FUR-FU-10001546,Dana Swing-Arm Lamps,1.068,2,South,2870,Consumer,6/19/2018,Standard Class,Florida,Furnishings,17.088
1/1/2022,9/11/2022,1/1/2018,,4,,,,,Office Supplies,Columbus,United States,DB-12910,Daniel Byrd,0,31907,OFF-PA-10003656,Xerox 1935,84.9436,7,South,2902,Home Office,9/15/2018,Standard Class,Georgia,Paper,184.66
1/1/2022,7/10/2022,1/1/2018,,4,,,,,Furniture,Columbus,United States,BP-11155,Becky Pak,0,31907,FUR-FU-10000771,Eldon 200 Class Desk Accessories Smoke,7.9128,3,South,2927,Consumer,7/14/2018,Second Class,Georgia,Furnishings,18.84
1/1/2022,10/19/2022,1/1/2018,,7,,,,,Office Supplies,Burlington,United States,TH-21550,Tracy Hopkins,0.7,27217,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,-1306.5504,4,South,2929,Home Office,10/26/2018,Standard Class,North Carolina,Binders,1633.188
1/1/2022,11/6/2022,1/1/2018,,3,,,,,Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,0.2,28314,OFF-AP-10002118,1.7 Cubic Foot Compact Cube Office Refrigerators,43.7136,3,South,2969,Consumer,11/9/2018,Second Class,North Carolina,Appliances,499.584
1/1/2022,11/6/2022,1/1/2018,,3,,,,,Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,0.2,28314,OFF-PA-10001800,Xerox 220,10.8864,6,South,2970,Consumer,11/9/2018,Second Class,North Carolina,Paper,31.104
1/1/2022,11/6/2022,1/1/2018,,3,,,,,Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,0.7,28314,OFF-BI-10002827,Avery Durable Poly Binders,-10.6176,8,South,2971,Consumer,11/9/2018,Second Class,North Carolina,Binders,13.272
1/1/2022,11/6/2022,1/1/2018,,3,,,,,Furniture,Fayetteville,United States,JF-15565,Jill Fjeld,0.2,28314,FUR-FU-10004671,Executive Impressions 12 Wall Clock,6.3612,2,South,2972,Consumer,11/9/2018,Second Class,North Carolina,Furnishings,28.272
1/1/2022,11/6/2022,1/1/2018,,3,,,,,Office Supplies,Fayetteville,United States,JF-15565,Jill Fjeld,0.2,28314,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,-51.8272,4,South,2973,Consumer,11/9/2018,Second Class,North Carolina,Storage,259.136
1/1/2022,12/17/2022,1/1/2018,,4,,,,,Furniture,Chesapeake,United States,AI-10855,Arianne Irving,0,23320,FUR-CH-10003846,Hon Valutask Swivel Chairs,80.784,5,South,3029,Consumer,12/21/2018,Standard Class,Virginia,Chairs,504.9
1/1/2022,4/2/2022,1/1/2018,,2,,,,,Furniture,Columbus,United States,TC-21475,Tony Chapman,0,31907,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,70.006,2,South,3049,Home Office,4/4/2018,First Class,Georgia,Tables,411.8
1/1/2022,4/2/2022,1/1/2018,,2,,,,,Technology,Columbus,United States,TC-21475,Tony Chapman,0,31907,TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,129.6,4,South,3050,Home Office,4/4/2018,First Class,Georgia,Accessories,360
1/1/2022,5/27/2022,1/1/2018,,6,,,,,Office Supplies,Louisville,United States,DW-13480,Dianna Wilson,0,40214,OFF-BI-10003364,Binding Machine Supplies,28.0032,2,South,3082,Home Office,6/2/2018,Standard Class,Kentucky,Binders,58.34
1/1/2022,5/27/2022,1/1/2018,,6,,,,,Technology,Louisville,United States,DW-13480,Dianna Wilson,0,40214,TEC-PH-10002834,Google Nexus 5,134.9925,3,South,3083,Home Office,6/2/2018,Standard Class,Kentucky,Phones,539.97
1/1/2022,3/31/2022,1/1/2018,,2,,,,,Furniture,Henderson,United States,DB-12910,Daniel Byrd,0,42420,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,25.62,5,South,3089,Home Office,4/2/2018,Second Class,Kentucky,Furnishings,61
1/1/2022,3/31/2022,1/1/2018,,2,,,,,Technology,Henderson,United States,DB-12910,Daniel Byrd,0,42420,TEC-PH-10000526,Vtech CS6719,188.1404,7,South,3090,Home Office,4/2/2018,Second Class,Kentucky,Phones,671.93
1/1/2022,12/21/2022,1/1/2018,,5,,,,,Office Supplies,Columbia,United States,PK-19075,Pete Kriz,0,29203,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,11.2236,6,South,3171,Consumer,12/26/2018,Second Class,South Carolina,Binders,23.88
1/1/2022,8/27/2022,1/1/2018,,3,,,,,Office Supplies,Tampa,United States,SP-20620,Stefania Perrino,0.2,33614,OFF-EN-10004030,Convenience Packs of Business Envelopes,0.9774,1,South,3382,Corporate,8/30/2018,First Class,Florida,Envelopes,2.896
1/1/2022,10/7/2022,1/1/2018,,4,,,,,Office Supplies,Charlotte,United States,Dp-13240,Dean percer,0.2,28205,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,65.3256,4,South,3386,Home Office,10/11/2018,Standard Class,North Carolina,Storage,580.672
1/1/2022,10/7/2022,1/1/2018,,4,,,,,Office Supplies,Charlotte,United States,Dp-13240,Dean percer,0.2,28205,OFF-FA-10003112,Staples,5.9175,3,South,3387,Home Office,10/11/2018,Standard Class,North Carolina,Fasteners,18.936
1/1/2022,10/7/2022,1/1/2018,,4,,,,,Technology,Charlotte,United States,Dp-13240,Dean percer,0.2,28205,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,16.6788,2,South,3388,Home Office,10/11/2018,Standard Class,North Carolina,Phones,222.384
1/1/2022,10/7/2022,1/1/2018,,4,,,,,Office Supplies,Charlotte,United States,Dp-13240,Dean percer,0.7,28205,OFF-BI-10002854,Performers Binder/Pad Holder Black,-33.636,6,South,3389,Home Office,10/11/2018,Standard Class,North Carolina,Binders,50.454
1/1/2022,10/7/2022,1/1/2018,,4,,,,,Furniture,Charlotte,United States,Dp-13240,Dean percer,0.4,28205,FUR-TA-10001039,KI Adjustable-Height Table,-36.1116,3,South,3390,Home Office,10/11/2018,Standard Class,North Carolina,Tables,154.764
1/1/2022,6/11/2022,1/1/2018,,4,,,,,Office Supplies,Auburn,United States,KN-16705,Kristina Nunn,0,36830,OFF-AR-10001919,OIC #2 Pencils Medium Soft,1.0904,2,South,3448,Home Office,6/15/2018,Standard Class,Alabama,Art,3.76
1/1/2022,12/3/2022,1/1/2018,,2,,,,,Technology,Jacksonville,United States,ND-18370,Natalie DeCherney,0.2,32216,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,7.1988,1,South,3465,Consumer,12/5/2018,Second Class,Florida,Accessories,47.992
1/1/2022,9/5/2022,1/1/2018,,6,,,,,Office Supplies,Fort Lauderdale,United States,MG-17875,Michael Grace,0.2,33311,OFF-ST-10001522,Gould Plastics 18-Pocket Panel Bin 34w x 5-1/4d x 20-1/2h,-29.4368,2,South,3488,Home Office,9/11/2018,Standard Class,Florida,Storage,147.184
1/1/2022,12/10/2022,1/1/2018,,5,,,,,Technology,Jackson,United States,SU-20665,Stephanie Ulpright,0,39212,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,257.9871,3,South,3526,Home Office,12/15/2018,Second Class,Mississippi,Accessories,599.97
1/1/2022,12/10/2022,1/1/2018,,5,,,,,Technology,Jackson,United States,SU-20665,Stephanie Ulpright,0,39212,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,0.7794,3,South,3527,Home Office,12/15/2018,Second Class,Mississippi,Phones,38.97
1/1/2022,12/10/2022,1/1/2018,,5,,,,,Office Supplies,Jackson,United States,SU-20665,Stephanie Ulpright,0,39212,OFF-BI-10003476,Avery Metallic Poly Binders,22.0032,8,South,3528,Home Office,12/15/2018,Second Class,Mississippi,Binders,45.84
1/1/2022,10/30/2022,1/1/2018,,2,,,,,Office Supplies,Richmond,United States,RD-19810,Ross DeVincentis,0,40475,OFF-ST-10004963,Eldon Gobal File Keepers,4.2392,7,South,3547,Home Office,11/1/2018,First Class,Kentucky,Storage,105.98
1/1/2022,10/30/2022,1/1/2018,,2,,,,,Office Supplies,Richmond,United States,RD-19810,Ross DeVincentis,0,40475,OFF-SU-10002573,Acme 10 Easy Grip Assistive Scissors,10.518,2,South,3548,Home Office,11/1/2018,First Class,Kentucky,Supplies,35.06
1/1/2022,10/30/2022,1/1/2018,,2,,,,,Furniture,Richmond,United States,RD-19810,Ross DeVincentis,0,40475,FUR-CH-10000553,Metal Folding Chairs Beige 4/Carton,9.1638,1,South,3549,Home Office,11/1/2018,First Class,Kentucky,Chairs,33.94
1/1/2022,10/30/2022,1/1/2018,,2,,,,,Office Supplies,Richmond,United States,RD-19810,Ross DeVincentis,0,40475,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,14.4,8,South,3550,Home Office,11/1/2018,First Class,Kentucky,Labels,30
1/1/2022,12/19/2022,1/1/2018,Yes,2,,,CA-2018-158729,Incorrect Product Shipped,Office Supplies,Lafayette,United States,AC-10450,Amy Cox,0,70506,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,33.3124,2,South,3589,Consumer,12/21/2018,First Class,Louisiana,Supplies,1665.62
1/1/2022,11/24/2022,1/1/2018,,6,,,,,Office Supplies,Richmond,United States,FM-14290,Frank Merwin,0,40475,OFF-BI-10000546,Avery Durable Binders,1.4112,1,South,3590,Home Office,11/30/2018,Standard Class,Kentucky,Binders,2.88
1/1/2022,11/24/2022,1/1/2018,,6,,,,,Office Supplies,Richmond,United States,FM-14290,Frank Merwin,0,40475,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,375.4296,12,South,3591,Home Office,11/30/2018,Standard Class,Kentucky,Storage,1443.96
1/1/2022,4/24/2022,1/1/2018,,6,,,,,Office Supplies,Jacksonville,United States,CP-12340,Christine Phan,0.2,32216,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,-21.294,2,South,3656,Corporate,4/30/2018,Standard Class,Florida,Storage,113.568
1/1/2022,11/30/2022,1/1/2018,,2,,,,,Technology,Miami,United States,PN-18775,Parhena Norris,0.2,33180,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,8.997,3,South,3779,Home Office,12/2/2018,Second Class,Florida,Phones,71.976
1/1/2022,11/13/2022,1/1/2018,,3,,,,,Office Supplies,Memphis,United States,MN-17935,Michael Nguyen,0.2,38109,OFF-PA-10003424,While you Were Out Message Book One Form per Page,3.339,3,South,3783,Consumer,11/16/2018,Second Class,Tennessee,Paper,8.904
1/1/2022,11/13/2022,1/1/2018,,3,,,,,Office Supplies,Memphis,United States,MN-17935,Michael Nguyen,0.2,38109,OFF-ST-10003716,Tennsco Double-Tier Lockers,-63.0056,4,South,3784,Consumer,11/16/2018,Second Class,Tennessee,Storage,720.064
1/1/2022,7/31/2022,1/1/2018,,4,,,,,Technology,Fort Lauderdale,United States,EH-14125,Eugene Hildebrand,0.2,33311,TEC-AC-10003590,TRENDnet 56K USB 2.0 Phone Internet and Fax Modem,8.2848,2,South,3785,Home Office,8/4/2018,Standard Class,Florida,Accessories,41.424
1/1/2022,9/23/2022,1/1/2018,,3,,,,,Office Supplies,Miami,United States,BE-11410,Bobby Elias,0.2,33178,OFF-PA-10003395,Xerox 1941,88.074,3,South,3798,Consumer,9/26/2018,First Class,Florida,Paper,251.64
1/1/2022,11/4/2022,1/1/2018,,1,,,,,Furniture,Greensboro,United States,KL-16555,Kelly Lampkin,0.4,27405,FUR-TA-10004575,Hon 5100 Series Wood Tables,-192.0468,3,South,3799,Corporate,11/5/2018,First Class,North Carolina,Tables,523.764
1/1/2022,11/4/2022,1/1/2018,,1,,,,,Technology,Greensboro,United States,KL-16555,Kelly Lampkin,0.2,27405,TEC-PH-10002483,Motorola Moto X,118.9965,5,South,3800,Corporate,11/5/2018,First Class,North Carolina,Phones,1359.96
1/1/2022,9/22/2022,1/1/2018,,1,,,,,Office Supplies,Fayetteville,United States,JE-15745,Joel Eaton,0,72701,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,318.3016,4,South,3849,Consumer,9/23/2018,First Class,Arkansas,Binders,691.96
1/1/2022,9/22/2022,1/1/2018,,1,,,,,Technology,Fayetteville,United States,JE-15745,Joel Eaton,0,72701,TEC-AC-10004633,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 3/Pack,15.378,5,South,3850,Consumer,9/23/2018,First Class,Arkansas,Accessories,34.95
1/1/2022,5/1/2022,1/1/2018,,4,,,,,Technology,Texarkana,United States,SJ-20125,Sanjit Jacobs,0,71854,TEC-AC-10002331,Maxell 74 Minute CDR 10/Pack,18.093,5,South,3896,Home Office,5/5/2018,Standard Class,Arkansas,Accessories,48.9
1/1/2022,11/18/2022,1/1/2018,,5,,,,,Office Supplies,Homestead,United States,AF-10870,Art Ferguson,0.2,33030,OFF-PA-10001977,Xerox 194,15.5344,1,South,3946,Consumer,11/23/2018,Standard Class,Florida,Paper,44.384
1/1/2022,11/18/2022,1/1/2018,,5,,,,,Office Supplies,Homestead,United States,AF-10870,Art Ferguson,0.2,33030,OFF-SU-10001225,Staple remover,-0.6624,1,South,3947,Consumer,11/23/2018,Standard Class,Florida,Supplies,2.944
